-1.833800542498380537e-01,1.569675639780960807e-01,2.837583448164792688e-01
1.154237200419624632e+00,3.625144491277820791e-03,-1.015104401551468305e+00
3.142419782063521350e-01,1.416451618265106349e+00,9.979126103353772592e-01
1.929841502944371179e+00,1.427115242862708078e+00,4.786691923461692810e-01
8.992376694295927120e-01,2.377746080837559450e+00,1.575472351252771075e+00
2.161429526158855197e+00,1.516041760649805559e+00,-1.061310989501656366e+00
2.687646924304099016e-01,-2.820438923250971897e-01,-1.120261586898656070e+00
1.886774957077500758e+00,7.077982063191317064e-01,-1.310072295162787892e+00
1.621085993000187964e+00,2.582523362866824268e+00,1.226755106447935839e+00
3.025986731065491320e+00,1.709137898728032345e+00,-1.404868557600155388e+00
1.189750054704946880e+00,1.888643840220022074e+00,7.616377551604787133e-01
1.402733633171847627e+00,1.248547219299806166e+00,-5.148837781343345021e-01
2.311860961607886011e+00,2.267074221215767960e+00,4.736715573805185264e-01
1.505432069089731373e+00,1.460969273415327896e+00,1.128403977514622847e+00
1.111221642650960906e+00,5.438255199976149701e-01,-1.109786467647653208e+00
3.220116639186976215e+00,1.291014810588077433e+00,-1.322365876582000999e+00
-2.221501284607407811e-03,2.095632255947565525e+00,1.954411739000490256e+00
1.727456739988280088e+00,1.305175351506734360e+00,-3.060890555308156680e-01
1.044297291775872383e+00,1.699099083112297404e+00,1.761030623911293835e+00
2.166525261730064766e+00,2.094924351482195135e+00,5.239748961672391347e-02
1.359585358846453262e+00,1.898340256539024828e+00,1.052152769003456001e+00
2.024785821859957924e+00,1.837303088199254919e+00,3.080229006242901080e-01
1.441089541009747954e+00,1.424751926698942128e+00,1.477920305945040202e-01
1.007665766766863591e+00,7.545670584381728441e-01,2.307676382514542435e-01
3.697420657570129165e+00,1.394920388419545132e+00,-1.322464181678091766e+00
1.420127084716655164e+00,1.141447318898015206e+00,-6.773582381804672536e-01
1.782927282717279294e-01,2.571087051038940974e+00,3.045321597995124918e+00
6.555846497162097775e-01,2.654422606518242578e+00,2.911903578083568700e+00
7.309704868448717585e-01,1.729009134947920190e+00,1.019122526971486309e+00
6.396213193462361168e-01,2.091295340931107027e+00,1.506749471782750094e+00
1.883786948628487057e+00,1.103447756003612445e+00,-8.665996218078214630e-01
1.152430178572903419e+00,2.976717734003275773e-01,-1.059469058402648045e+00
1.227393404657900478e+00,1.329295514838409575e+00,4.784016430892171212e-01
7.880897382931533190e-01,1.097808123878631026e+00,8.446410657546625789e-01
-7.424108978471455345e-01,4.372521076093154324e-01,5.871479803930885755e-01
5.656441896093095112e-01,2.031800223907773706e+00,1.372140116294304546e+00
1.191252544297942473e+00,2.316637123891763572e+00,1.403431955131461573e+00
1.579970952698096731e+00,2.584181833473096379e+00,2.026677930186654208e+00
1.222181471613984494e+00,4.821741909936927417e-01,-1.268021391223965511e+00
2.745358919164709643e+00,1.519516391935389565e+00,-1.446799182590057020e+00
1.126203151916802536e-01,1.401665032515720055e+00,1.354021116158301119e+00
1.176545153986797931e+00,1.650665695100016928e+00,8.337059353943414575e-01
1.374119346855092738e+00,4.107490403692096947e+00,4.135457734236052119e+00
2.791792025959456414e+00,1.462882704696255587e-01,-3.080162738016394730e+00
1.975764391285894872e+00,-2.250924826817521929e-01,-2.294637256846622009e+00
2.296059353938963099e+00,3.109831129051692677e+00,2.691968504153049224e+00
2.145534020627774208e+00,-1.451458893506152315e-02,-2.145002257489404318e+00
1.830964377369214358e+00,-1.676129647084618757e-01,-1.651810729222708440e+00
1.714509537518438265e+00,2.290168603378972545e-01,-2.122503153968261280e+00
3.412762066991694709e+00,5.949571352909736044e-01,-3.126435140620556830e+00
