6.346887057373119534e-01,2.643220834144848763e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,7.417378643443861552e-02,4.250124564025909990e-01
2.205429099792242109e-01,3.683815141481873723e-01,0.000000000000000000e+00,5.606580944014055712e-01,0.000000000000000000e+00,5.156826836429172500e-01,5.807681693886254104e-01,7.417378643443861552e-02,3.200049825610363219e-01
5.479326956005571292e-01,1.057288333657939450e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,1.906625523694839563e-01,9.999725282272465821e-01,6.702790234180369122e-01
6.346887057373119534e-01,2.643220834144848763e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,2.444987775061124857e-01,4.762082710513204087e-01
8.515787310791991249e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,4.917447322875745375e-01,5.018684603886397477e-01
7.431337184082554836e-01,1.321610417072424382e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,4.917447322875745375e-01,4.921524663677130373e-01
8.584278897742059211e-02,5.826215185999277235e-01,0.000000000000000000e+00,5.606580944014055712e-01,0.000000000000000000e+00,7.150954914101333992e-01,5.341060184139885259e-01,7.417378643443861552e-02,3.227453911310412815e-01
8.584278897742059211e-02,5.826215185999277235e-01,0.000000000000000000e+00,5.606580944014055712e-01,0.000000000000000000e+00,7.150954914101333992e-01,5.341060184139885259e-01,4.917447322875745375e-01,5.216741405082212513e-01
6.346887057373119534e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,1.906625523694839563e-01,7.389906870690365892e-01,6.349028400597906963e-01
7.431337184082554836e-01,1.321610417072424382e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,7.417378643443861552e-02,4.372197309417040212e-01
4.611766854638021940e-01,2.114576667315878900e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,1.906625523694839563e-01,9.999725282272465821e-01,6.593173891380169627e-01
3.744206753270473143e-01,3.171865000973818627e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,1.906625523694839563e-01,9.999725282272465821e-01,6.300448430493272856e-01
2.205429099792242109e-01,3.683815141481873723e-01,0.000000000000000000e+00,5.606580944014055712e-01,0.000000000000000000e+00,5.156826836429172500e-01,5.807681693886254104e-01,4.917447322875745375e-01,4.906576980568012059e-01
2.009086550535375826e-01,5.286441668289697526e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,1.906625523694839563e-01,9.999725282272465821e-01,6.397608370702541070e-01
3.093536677244811961e-01,6.608052085362121630e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,7.417378643443861552e-02,3.456651718983557720e-01
5.262436930663683121e-01,3.964831251217272867e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,2.444987775061124857e-01,4.408320876930742482e-01
8.515787310791991249e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,2.444987775061124857e-01,4.970104633781763370e-01
7.431337184082554836e-01,1.321610417072424382e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,2.444987775061124857e-01,4.884155455904334864e-01
7.431337184082554836e-01,1.321610417072424382e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,1.648306365209746896e-02,4.079471848530144551e-01
6.346887057373119534e-01,2.643220834144848763e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,4.917447322875745375e-01,4.786995515695067205e-01
3.093536677244811961e-01,6.608052085362121630e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,1.648306365209746896e-02,2.980817140009964783e-01
6.346887057373119534e-01,2.643220834144848763e-01,0.000000000000000000e+00,8.481750658893059125e-01,0.000000000000000000e+00,3.808028836371035730e-01,0.000000000000000000e+00,1.648306365209746896e-02,3.797957149975087487e-01
