-1.981605556859851736e-01,5.042504220893837541e-01,1.476228495401583185e+00,9.392906269271192876e-01,1.661328339646126473e-01
-1.113826847268627684e+00,1.126204003009662058e+00,2.341203909456979204e-02,1.922815759483052833e+00,2.708400208203410209e+00
1.206665747489548135e+00,-8.154475976632260537e-01,-8.518684789336881114e-01,-1.814378577678569249e+00,5.981054615864384028e-01
-1.605595714098717597e+00,7.288603786962830622e-01,9.605509258658657679e-01,9.813148716779673819e-02,1.074598864555520672e+00
1.410724497291152124e+00,-6.621554165289427196e-01,6.926555782967842578e-01,-5.965471784920134413e-02,-1.084580177452101557e+00
-9.329846304109739030e-01,-1.673795621821469570e+00,2.172858679268449666e+00,1.460242127226691000e+00,-2.701244417620767280e+00
8.317014713643526846e-01,-1.442073143613277875e+00,-1.171551385076524121e-01,-3.031467758585789096e-01,-9.794834877989730959e-01
-2.143291162771031821e+00,-1.151924484033342466e+00,-7.814015522372688149e-01,-9.807750895372346900e-02,4.857702123580325271e-01
-1.030817903352888032e-01,1.963176420819577883e-01,1.702289570620776349e+00,3.435802452614195590e-01,-8.334843730519889693e-01
-8.854637757991732361e-01,-3.980870099979080812e-01,1.786219382801095712e+00,2.269919823198677467e+00,2.461894375414699354e-01
1.409168082513537756e+00,5.629957989308267408e-01,-8.859849448961520935e-01,2.374446003036882580e+00,2.480156395288235061e+00
-6.381812431993155732e-02,7.158245695776458417e-01,-7.733540185247136378e-01,4.024564430787148650e-01,2.779494522482631957e+00
-1.390571551006565265e-01,-2.570598998437872984e-02,9.762608050832688456e-01,1.614764721084805676e-01,6.048844125713136455e-01
-2.512803361458290641e-01,4.337318352322477866e-02,1.509667656364356292e+00,4.036157351452752673e-01,-6.671071055341262213e-01
2.737846788613808036e-01,1.064264390221435486e+00,-2.256305577394036033e-01,1.193544898804354215e+00,2.995955071333686881e+00
1.957757814225015824e+00,1.681465376678569656e+00,4.592141025177846059e-01,-5.742875885584750595e-01,2.632745484565801597e+00
-9.735893164049256310e-01,1.084619789631003084e-01,1.106383121170867012e+00,-2.069332779043256743e+00,-4.874100170520772046e-01
1.968158932085584678e-01,6.252358044217827260e-01,-1.386030726346327402e+00,1.879757691555507426e+00,3.827458135316622823e+00
8.041383522488145807e-01,-2.365196826747795744e-01,1.557467894945551823e+00,-4.039596341074153663e-01,-8.739442202661265036e-01
1.411964780472171332e+00,-1.250974466506369898e-01,-1.727527639313370944e-01,1.976221294877794632e+00,1.872384350671389086e+00
1.356911385603367104e-01,-1.167979859721298475e+00,4.540354004602367710e-01,1.343882857365644723e+00,-5.215524327064824384e-01
-4.415305712332436294e-01,1.143951929823125102e+00,6.742323413773509966e-01,-1.057090758292753563e-01,1.696599578033854971e+00
-3.739052622752148669e-01,3.297029989539244532e+00,6.463581916854135301e-01,-1.303989566746629691e+00,3.440706009545977828e+00
1.442053507102456722e+00,3.588298638836862064e-01,1.175659095889084016e+00,-3.524781757304009111e-01,-4.641855347607271032e-01
1.620495575693775780e+00,3.031958197902502872e-01,-4.839208253208003296e-01,-2.204878855743188093e-01,1.830615597779482684e+00
7.422060491797124460e-01,2.382811229132766051e-01,-1.927251619996568133e+00,-3.136244329289335497e-01,2.792353350738872919e+00
1.893481179185112717e+00,2.086178475058447557e+00,-3.359608016669035080e-01,-1.116665673611751064e+00,4.232528432580377142e+00
5.713973426385361432e-01,-1.554358905971616078e+00,3.464979324212750789e-01,-5.810271347731377212e-02,-1.451913925194229682e+00
-1.023034996097282878e+00,1.396040581515897827e+00,2.907197409188635007e+00,-4.673299761242465933e-01,-1.787179084432912957e+00
-7.769548441532028171e-01,7.396035227593150685e-02,-7.786718308357382101e-02,-6.711041724769730710e-01,1.314986253935494176e+00
-4.723528570760657241e-01,5.169715802988772424e-01,4.868291303698066841e-01,1.469264372182270906e+00,1.234230402296698781e-01
1.496491748496591390e+00,-1.238636747213529565e-01,-2.000552362417882257e+00,1.279558455310614296e-02,2.661627695348995459e+00
-3.723587708422598230e-01,8.153177382903697978e-01,2.902640674674407784e+00,1.396068127173014206e+00,-6.391615803185881628e-01
4.929214564954568223e-01,2.988235611318531548e-01,7.972191132930833701e-01,1.051777604009981992e+00,3.476909239101912963e-01
1.480055953695864401e+00,1.982808588132949135e+00,1.285417988611733675e-01,1.530310805945595820e-01,4.036162304472838969e+00
3.907098879965881233e-01,1.538528440048231860e-01,2.189604274551722796e+00,5.607709699179755924e-01,-1.130748890191068279e+00
-2.171160152617817585e-01,3.843367793539115285e-01,-2.658837854897259656e-01,1.436114978813528564e+00,2.138639249286156119e+00
1.035081088310273179e-01,-5.831072795088738658e-01,1.031337219507671155e-01,7.443634604611666372e-01,-1.355641582871773831e-01
6.114637602744477096e-01,-5.074972376551158959e-01,-4.631447506537261227e-01,4.851173504565383654e-01,8.333775068921382978e-01
7.469604785418547666e-01,2.337937300789191486e+00,-9.903477015534006833e-02,6.982048589864291444e-01,4.519616797501551986e+00
9.774594212262917026e-01,8.872731230514935286e-02,1.568025145389974728e+00,-1.230196912254437613e+00,-2.868010753904466359e-01
