3.030301499847727620e-02,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,6.066671983411755509e-01
4.040401999796969928e-02,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,5.800834728978918609e-01
5.303027624733522988e-02,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,6.000212669803546284e-01
7.070703499644698242e-02,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,6.436185767073397956e-01
9.090904499543182860e-02,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,6.401626923997130181e-01
1.161615574941628898e-01,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,5.899194513119069283e-01
1.489898237425132665e-01,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,5.800834728978918609e-01
1.919190949903560872e-01,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,5.231943004492652927e-01
2.424241199878182096e-01,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,4.764069436690859805e-01
3.080806524845189909e-01,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,4.296195868889066682e-01
3.939391949802045767e-01,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,3.660844830794587890e-01
4.949492449751288214e-01,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,3.192971262992798653e-01
6.212118074687841274e-01,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,2.355583911529363084e-01
7.979793949599015557e-01,0.000000000000000000e+00,9.654457498272287497e-01,9.997475385003787851e-01,3.326962857476167129e-02,1.419836775925780448e-01
1.515150749923863810e-02,0.000000000000000000e+00,9.654457498272287497e-01,6.008583690987125969e-01,3.573159708679606722e-02,6.123826993114815931e-01
2.171716074890871553e-02,0.000000000000000000e+00,9.654457498272287497e-01,6.008583690987125969e-01,3.573159708679606722e-02,6.464098678788846586e-01
3.030301499847727620e-02,0.000000000000000000e+00,9.654457498272287497e-01,6.008583690987125969e-01,3.573159708679606722e-02,6.567775208017656574e-01
