1.225216825824574585e+00,5.669831190002123655e-01,1.121604743020134798e+00,-5.408684614199602558e-01
-8.107805052473915364e-02,-1.221075342400882224e+00,6.144860141314726354e-01,-7.459269014702556433e-01
2.952494984673197376e-01,1.632976463784898469e+00,7.633637747900344772e-01,-1.461091923660499559e+00
1.704691570380205690e-01,1.415337905921296269e+00,-2.837353047279517204e-01,-1.270964886596253507e+00
1.294308628768825908e+00,2.675492400049269026e+00,5.380771823202454840e-01,-9.391252376448684380e-01
-3.223753517284634329e-01,2.300355729831680129e+00,1.561335388765456855e-01,-2.031641275010795944e+00
-1.545193548541027972e+00,1.277056977854897024e+00,5.156933326366908155e-03,-2.690906359775794954e+00
-7.696829779872801369e-01,9.237757330511944254e-01,1.060867957400673633e+00,-2.071445507247084095e+00
-8.092150724922234639e-01,9.476393463120282856e-01,-1.007044366201554908e+00,-1.889502546248283732e+00
1.547037715025863402e+00,1.021292707366521224e-01,7.928715841006892528e-01,2.068888784405018555e-01
1.768434318509937597e+00,8.719847325320218001e-01,1.245792718840327495e+00,-1.707010504960578823e-01
4.419724541019913744e-01,7.888119809286734396e-01,4.719468632969894273e-01,-1.208254650645368411e+00
1.429655649662223915e+00,1.335751932175702095e+00,-6.444124441380970625e-01,-2.012838996538524050e-02
-1.800022034543428129e-01,-1.482132911661292463e-01,7.229558895829972798e-01,-1.021128765354354151e+00
1.033026370774807745e+00,7.250223658340819721e-01,-1.250381793659399055e+00,-5.500620142518242162e-02
1.365388907034664090e+00,1.200593126628633822e+00,5.406751964951341805e-01,-3.959012764331467649e-01
1.956093417012109814e+00,4.033168264375010525e-01,6.787655347978623910e-01,3.729127802744678366e-01
7.450750268391049813e-01,1.147282322690587053e-01,1.011729341768342616e-01,-5.312597429500343083e-01
2.114218011902465610e-01,2.609655595854653676e+00,8.491688636714431748e-01,-2.004042200497579529e+00
-6.461283202187834140e-01,5.208612381864151653e-01,-4.086724678978658210e-01,-1.651661838162950424e+00
8.599994139346690547e-01,-7.652072909379278309e-01,1.070034081700086848e+00,-1.534571600966465610e-01
1.376374110545157459e+00,3.050206507200851735e+00,1.841958352317047520e+00,-1.218828881756540028e+00
-8.913884212408795804e-02,8.840344383632827707e-01,3.380379867619789369e+00,-2.058705953654160759e+00
-8.930438672119708210e-01,2.089977761515140475e-01,9.160951015745687487e-01,-1.998632859254001026e+00
2.527467423907156618e+00,-4.411162126712320219e-02,5.391990571379778885e-01,1.026253270857640842e+00
8.778416704760743094e-01,-3.041847838059674736e-02,1.469265594164654631e+00,-5.651328837221456514e-01
2.149290378985316163e+00,6.803644947798550557e-01,2.792179722997933933e-02,3.609556060506744490e-01
8.155447326947474762e-01,7.085655396386746352e-01,1.525094196668451030e+00,-8.463222219131306678e-01
9.314306562649911081e-01,-1.096324506054067616e+00,1.538794374684430810e+00,-2.051922051443744177e-01
2.789083960673868656e+00,-3.490705455383255051e-01,6.589509056526491326e-01,1.394950011683621316e+00
2.088538836338008853e+00,1.157772602189940603e+00,1.261687913534839778e+00,7.636380311767343443e-02
-1.797740949362760077e+00,6.277239060600392495e-01,2.864724637098816640e+00,-3.224302370260381689e+00
5.969587888893812533e-02,1.309770299797102133e+00,8.869107107650386901e-02,-1.368423437464279191e+00
1.425100864514232679e-01,4.478739248535225648e-01,1.736681496362648236e+00,-1.277361807606529620e+00
1.796726842200540908e+00,1.107147340725328499e+00,-2.255114824632813431e-01,-1.113341063659178953e-02
1.935938366408221700e+00,-1.133335350137190112e+00,1.803015451645145539e+00,5.401255762929340065e-01
-1.929671719260861451e-01,5.654387470856092612e-02,8.757751340637872639e-01,-1.634321938675802555e+00
-1.351685335131911359e+00,8.133998703904335992e-01,2.561350214274592751e+00,-2.977560464561062492e+00
-1.912942153715153637e-01,-3.435741234628114649e-01,3.100765584475738135e-01,-1.038676428307801602e+00
1.551166330425886253e+00,-4.684661820365022544e-01,6.941112367196488053e-01,3.311175734081603927e-01
1.129367435912228990e+00,1.185727989353389189e+00,1.378326921401492378e+00,-6.530621733835064724e-01
5.872064021211697016e-01,6.164568009817160688e-01,-5.745514551281284410e-01,-4.770462804176765492e-01
1.008671848220841660e+00,-2.145287052687330220e-01,7.191081926465192620e-01,-3.353516094658320901e-01
7.773767785081651116e-01,-1.180750781438156150e+00,-1.419586902235579817e+00,4.362770153742856483e-01
1.509396727292116047e-01,2.338520973188808139e+00,1.133168745071150285e-01,-1.701681472980321352e+00
-3.084617873723977111e-01,4.480235294485575004e-01,2.249214416899755209e-01,-1.336848842947483629e+00
-2.742717656827089456e-01,1.357586188171553410e+00,1.408292705623716667e+00,-2.048623786853974060e+00
8.345057641139629334e-01,1.733727403989116844e+00,5.926272978710982464e-01,-1.153557359293160278e+00
5.262602913316960507e-01,9.607085063760006927e-01,2.168634113374323658e+00,-1.302863994541676451e+00
-7.705839129024113499e-01,4.685727594201352653e-01,1.865602450269687740e-01,-1.689894426948404638e+00
-1.513386424052064472e-01,9.859424620304360065e-01,-1.820416987809514442e-01,-1.265774015171577283e+00
-6.655154233118668605e-01,6.858354897212475265e-01,1.644240472433739608e+00,-2.338694342157766393e+00
1.118162322104816253e+00,2.883014754035501670e-01,-3.927614262661934807e-01,-1.420058751153028265e-01
7.001169916420868500e-02,8.893986546944748772e-01,6.123712682360542559e-01,-1.308465579168996307e+00
2.003210464342226604e-01,1.997149401899426469e+00,5.957053865883922272e-01,-1.604649199005410365e+00
8.311156266191498387e-01,1.593227090427370207e+00,2.615472309112771399e+00,-1.443346098615940543e+00
-1.316917402714150143e+00,7.814525037991582046e-01,9.087320078610634511e-01,-2.380361783384259411e+00
4.460031983843829040e-01,1.240472797783922054e+00,2.264433805523219601e+00,-1.750330976597268329e+00
9.824986080100387431e-01,1.696271284436631221e-01,7.922792412526071804e-01,-4.471042087731926795e-01
-2.002474316809077504e-02,1.557782950023841373e+00,7.005456248701138477e-01,-1.478204693492394028e+00
1.536726105409243370e+00,1.555405092849859949e+00,3.697085827142329584e-01,-2.812723554173585105e-01
-5.562547299196157757e-01,7.125605557672998192e-01,-2.593949117002447569e-02,-1.533703792533542609e+00
2.474834019281946240e+00,8.502231054697229062e-01,3.743526868046065381e-01,6.507385796139122380e-01
-2.504100900279122133e+00,1.301301769196317348e+00,2.568195678678908411e+00,-4.045352467876737634e+00
1.730809194662159101e+00,-1.163607537022243843e+00,8.727051659738654932e-01,6.050266117753568818e-01
9.093819735077295352e-01,2.411212231152086161e-01,4.634748122368109735e-01,-6.268983691539551373e-01
