-6.757534957108033424e-01,-4.924018802910509751e-01,1.465853401898697950e-02,5.814501010668586822e-01,-9.314629074228346628e-01,4.941940319731563669e-01
-2.958965182996275423e-01,5.251150043561855218e-01,9.893217866538299710e-01,1.936259651191864828e+00,-6.768690726553050485e-02,4.382094255819145801e+00
3.565833485414515724e-01,-1.883897119625779770e-01,6.404040749291931567e-01,1.854754326420058774e+00,4.488198027669534351e-01,3.360868223769363006e+00
1.308035089993517364e+00,-1.257716273988025990e-01,2.147219570128165778e+00,1.207686227268540025e+00,7.766688561385093337e-01,3.965227255910467541e+00
8.397581670957438016e-02,6.119764456897806015e-01,-3.526088064160217139e-01,1.190594049419469114e+00,1.085977866278486470e+00,2.802174976435678033e+00
2.931293019035968728e-02,-1.533170814973892626e-01,2.058363132647712312e+00,1.067110913241799741e+00,-7.952562686019379878e-01,3.548161232750609351e+00
-1.841241909439181312e-01,-1.557403173997593315e+00,-8.447650740770717981e-02,-4.018235811885271791e-01,1.316159524520319257e+00,-1.411084377313752247e+00
9.241563216252818291e-02,1.060744232769790685e+00,2.819700448254396363e-01,-6.831737405802176255e-01,5.868328955641182176e-01,1.396643338980101845e+00
2.991371144627972822e-01,2.191314440400394248e-01,2.742811499711211298e-01,-7.533667067872724665e-01,1.882358371235077543e+00,4.146321514323509927e-01
5.833219620344787248e-01,2.229394869286084102e+00,1.610129901808014408e+00,-1.832490454454689943e-01,-3.764301592253437856e-01,4.351817204429967667e+00
7.123380201567924841e-01,-2.368725295310745715e-01,8.308927749084540348e-01,2.088534606047773412e+00,-2.075643310714275103e+00,3.689508242282354189e+00
1.371509790614164892e+00,2.624909218983849879e+00,-3.075047551519275668e+00,2.203902850878874720e+00,5.850831070317205063e-01,4.857827214824479434e+00
-1.636768322424196009e+00,1.139282289555998640e+00,3.930418843188598910e-01,8.453865271881004784e-01,-9.319687486676129229e-01,2.471032705486459591e+00
5.595390172948785379e-01,-7.482726574269360498e-02,-5.040691881488950088e-01,-1.020739495530902374e+00,-7.415514560536562438e-01,-1.402469681870510909e+00
1.619735622668428965e+00,7.610622607767195680e-01,-2.622065246359613355e-01,-3.870089614227333885e-01,3.153671551926923389e+00,1.325851562598309386e+00
4.499225758294684852e-01,-8.816332789461727160e-01,-7.690298386037466294e-01,2.678319236340084841e-01,-5.363351206903888002e-01,-9.726008496055718044e-01
7.737333098295683387e-01,-1.805973508916796311e+00,1.097695318932081054e+00,1.198320111941035826e+00,-1.291445591183942199e+00,6.054641182222105789e-01
1.366413261957275749e+00,-8.420003981593626730e-01,5.484939932132091300e-01,-5.836741448277369404e-01,-2.053144025463038980e-01,-3.186464222398444068e-01
-5.922834155202338913e-01,-1.590401449481326779e-02,1.124719362453802662e-01,8.765479049089315300e-01,-5.083078329316264021e-01,2.080359626066535128e+00
6.880605085223228112e-01,1.777038051805842844e+00,4.957004176416602848e-01,-9.123691382947329842e-01,-3.327281541556016964e-01,2.031471225376039413e+00
1.493419876544288094e+00,-1.024037870126621730e+00,1.274133946578737575e+00,7.817469012593669664e-01,2.333266588430282507e-01,9.776960459594931097e-01
-1.377464565069838498e+00,2.491168202221247796e-01,9.835068970744829109e-01,-3.199080906098832888e-01,1.058993530705379049e+00,1.007677109727816767e+00
1.567605351186794338e-01,-9.384004224310893427e-02,1.130065784290536834e+00,7.607286609561942914e-01,9.643390651018639570e-01,2.910527421331352116e+00
8.461706353663795976e-01,1.298800791588875958e+00,2.176979533099938635e+00,-3.285737841187733044e-01,-1.535099549189664847e+00,3.410738098016766529e+00
3.875199068764213495e-01,5.248052483401188795e-02,5.045975296285704070e-01,-2.021268116108827506e+00,4.511456287596968262e-01,-1.231339112942432923e+00
